"doctorid","mainspecialty","age"
"3AFB012B9305852FF2D460B5AABD071D","",""
"F8C28D67E9D2C4D82C8D25F4C4678104","Otolaryngology Head and Neck Surgery (ENT)","49"
"8C8053309E8638D59C4531D6DA1E00BE","",""
"9CA688B61D4C5F20CAB24EF1287E2BAD","Family Medicine","57"
"C91C68898D52729DB7E6168DCD9B2845","",""
"5E93E97910814FEB7EA0902BAD6182FB","",""
"861180853C3C32A9D29791A80A8F21EC","",""
"E11C667B4EE37A4D0FF7A34695F07405","General Practice","32"
"605CEEB06DB02FC8A0BF1EC291EA2399","",""
"2A6B82244C72E226480452C163136992","",""
"EADB38098FDDECBE319D0D83C840134A","General Medicine","32"
"29A3101057ADDF321BA7E44920E4F23B","",""
"AF7EA05940553F46A0AEC14FDAF0D2E7","",""
"D916D57CB76B24368DB917A7F40E0484","",""
"CA4F76FC1601927E425F9487890361A6","",""
"76565CA91F9BE8650A0F81F0D5DE106B","Neurology",""
"902C747A0D415560EBD0CFB9F8E01794","",""
"B02E588AAC5FB0396ED0293EBABA8326","",""
"5F04CBCC7F0A335ED1517E9F24FFB30E","",""
"2FD71648D0BFEC3F35C7415C3901A72C","Pediatrics","44"
"D1D0CE9CB7DC63978000E8D3B82C3F74","",""
"1D03841EA08E08C6E1C43CEE7E07AAAA","",""
"4F513F68A7732DF8DB6B106BA6565073","",""
"B92894E4589F652DC3116CB3A8C48C08","",""
"ADAC904EA275FDEFC65D4C4C998EA7CB","",""
"ACE2EE44526353C15F2122BF0F053B73","",""
"AA92F6F6672F194117F62FB5BABDDF3F","",""
"934C067DA2D96551704CD45A18266210","",""
"188E30EBBC769AEDA748B09CEC89F0BB","",""
"042B0F3DC6EF1DA5755F972BCCE7C1CC","",""
"F1037E48FB24A77A55DC0B9AB2F67F66","",""
"90EE95B54C20D0991531360036611C37","",""
"A36F6B9D583EA08A055977EE4EB06264","",""
"3B66C4570863B65A0F844CE9825968F9","Internal Medicine - Adult Cardiology ","34"
"65DA3129D9D71CC4AE2DC09B9B3A43EA","",""
"8A2615B001A598AFF6001E09A5F20221","Adult Cardiology","39"
"523D0B250CF3FC7A5A04AEC43FD55E43","",""
"0A797FD202CAABDF02C7DAD773D6D027","",""
"FD068634F56443E7EF424870DB309A61","",""
"798B9CA6D05CFD023DED6495DCBD41CC","test",""
"806107639381A3C77B34EE5128F7430F","",""
"F0BC49A48370642AAC2E13D6DB960830","Pulmo",""
"17ADC83A59407C838C168B433DA1D767","Pediatrics","45"
"ACC9A9C91909C59853D0F527E068C11C","",""
"724F8E7A7417BCA359AFF85B66EBE89A","",""
"E801F99C957EC0BF9DAB6F11DF89778C","Pediatrics","41"
"B769F92A201BB18DD58E514E7C2E8F05","Obstetrics and Gynecology","45"
"9FAB27C1AF40A83674D090388E49E92E","",""
"72DEE70A8D52E44DD4E2BD463B806FFE","",""
"A166714949C8F65EAC68297E8458018E","",""
"35B729B42782CE151F53D08C954284DD","",""
"5E69A8B9CF17DA37B05305AB000BC7B7","Dental & Dermatology	","47"
"9328E04D817959832FFCDE1199D5AD40","Dentistry-Orthodontics ","42"
"A931C7BF0D7FE52B7FEB7C345A22708D","General Dentistry",""
"D9D7B884B296BBAFC640CD145ACF5F1B","",""
"A2FA685F91421D4B7698F2399DCB1700","Internal Medicine","33"
"D2E81BB403B665EBFB828257535BA914","",""
"3680E8E70B3306A6A18479170F61C48F","",""
"9C781C3C488249B999F88747CE8E5737","",""
"DE11D2D6EE38EB6E66BC4C1B9F9F41BA","",""
"230D05F530953D45ACDF752B205AC7FB","",""
"945CB3D3AE94D74B3D9246728A21C5B7","",""
"5C2E51017BC179C37F2AC4C4FBA5C781","Psychology","41"
"D3662DFC4A771095BD163CEB31AE6955","",""
"8EA4F295C246311F1971FC12D203095D","222",""
"7899EE4F9D0E8D75201A265CDD6593BF","",""
"476E44E8D1F95737990DCABE656081B4","",""
"BA0745192120CBDA87DA3DE261EC9F02","",""
"EA8F123BCD0751B651E0944774D790E0","OB GYNE",""
"48E3E457E80B2CF856688AB6280C0D56","",""
"7EA7FDE02E53834CF198B5FF640E0D18","Internal Medicine","47"
"93C91C3712B38F071FE9804CED79C112","Ids",""
"2B21233EE86DA3FBF0333F8C7D6439D0","",""
"E75D64C2CFFA2C2DAA3809C44103D725","",""
"7059C6D38EE3BD1197869687CBB10FC2","General Medicine","32"
"771F705223826E116CE54153B8F1268A","",""
"B45DA944356527405715C356A9AC9379","Obstetrics and Gynecology","36"
"D9B6EE0822CDBA9FDF64DEA01BE8D612","Kidney",""
"EDF96CEF9D706A65C9ADAF1FA871FD28","",""
"EDC3EE4D3D7407248D6ACF00414D7772","OB-GYN","26"
"8D406497AC87D9B972F805E2F63F964F","Internal Medicine","45"
"F35537CB63B3C6F0C82FF3D27E37814F","Family medicine",""
"DEABEAF0BC00589D890FA81D23F56BF5","",""
"7B5BDFC3463973353C96415D45663CC4","",""
"AAE14BDA33AA45A1D45D45011529B806","",""
"B2A223F097589A3682D3221D102FC52E","Derma","50"
"60B997FD68261CE70CADAF6C8226C042","",""
"2E626277F946A25463EBAE27F7CAC1D5","",""
"5DCD85B7BFF48FD3578701220D13FC13","Family Medicine","43"
"AC596866C319DC8AC9D108A4F3DA2FC3","",""
"8A8DA2B4F4DDA685A0FA2635E3BB3E96","",""
"556AF2550DCBEE76DA893225AF4AAF44","General Physician","30"
"93F19DBC4426F203A274642A804F36E8","",""
"3FF55AFDF16FEA13CF00F29DDDC53948","",""
"5D785002BE68F41C87A4BA51760DCAF9","",""
"819BA59C63730C44639F973A71652916","",""
"7F7884A41D8CD08C91314FCE7F13DD1C","Pediatrics","36"
"6B73E3E68E1204087DB8F566BEB01D57","Ob gyne",""
"98CA32FB546F7539ECE602F22A6787AC","",""
"610CDB50F9CBFF100AE4E8A581A9F1A8","",""
"4C16C6E747B293DA252D9C0E1C489FDD","Ob gyne","24"
"5A22CA17654264E74C81CE3A4C4901E3","",""
"484CC97087D1D8AAF81262A30D94851F","",""
"04AB1F885B52ADC7A11278073B3C4F74","",""
"F20B96673D628CFA435E92FAA3B94666","",""
"0D0D9D004BAEE1E34B4DC96A0BA2E03D","",""
"E3023CB26EE1DA6BCC0C72EBD9A4524D","Internal Medicine",""
"23A5896C4FB3B725E29567ADC0779F10","",""
"9A2645CB664378E50626065996E58791","",""
"A50D6D536BC495E21188ADDDAD4E853A","",""
"659815CCCF7B2A3C4BC88C198377A778","",""
"427D46205152382D9D20F64490C8CCE0","Medicine",""
"4C71AEFC98DE5A57F137FB1317B216B9","Internal Medicine ","36"
"F1A688DF668AEFD59B89A01135CE71DE","asthma",""
"4A381F06F401489920C2ED5650AC4915","Gen. Practitioner","32"
"16AA857FB0D638C3CFF8065744D75413","Pediatrics","64"
"87DC59C69FC99CD1AD09D4777F5B4C13","Urology","41"
"B4CEA765D2297B73222E8B57BEAE5A18","",""
"83575AC3B1DA0569EBBBEA825B9346A3","",""
"A0CA286F9EA237A167DA3A27F20FD560","General Medicine","35"
"FEC4A76FF20508CB6C36CF6B37FEA805","",""
"E8349B4C48F9678248AF8C5E8148A16E","General Medicine","31"
"E8A6F9224CC383BA6023C1A20C3FA846","ENT - Head and Neck Surgery","36"
"105F777347C73908A23CBF0DE0C33D3B","",""
"9A25E1349277003C72C0B7A53CA515FE","family medicine","74"
"42E7E1210AED7043D64111E71E0796AF","",""
"3594CDA47AF1CB8AE0C461A6A0AFC9CC","",""
"E77A9FB98AFF982B63DD7EF951CA0BA9","General Practitioner","29"
"1ED013AF9F67744751DC13861EBEEA2F","",""
"8993C6E2D67634D2E190E80B3CC600F2","",""
"609B8518C45CCD0BFA28CAC067D31648","Cardiologist",""
"08FDAFC9044ABA4786C56F056535F280","",""
"A0DABC6F2A8EA64B7FB210EEC0175A02","",""
"FBC32E91518E668C5C8DA775C9D4BF1D","",""
"6D061501B6395B30CFB6AAA256E138AF","",""
"FBD4C23E175C533D7887CF4C717FAC7E","",""
"AF921D3F4BA622035A8EB3EC4CB87659","",""
"EAEF056473008C7FE947A09DAEB8F592","Internal medicine rheumatology",""
"2D98FCC24951B689312A941144269EE7","",""
"02D1941438BBD398F00E76203EEEE9EA","",""
"EC22D55C1FAE7968B5A5DDD2A95239E3","Internal Medicine",""
"68A2D3D7B5423BC30CD12D789B6B24D2","",""
"5C18451ACE5D9C3F7E8B54576EB89EE8","",""
"EA40A57310AA704FFA9E45BFB38D913E","",""
"3EF4BF74A70BCD489C8C84A62FA61BB9","Pediatrics","59"
"4B0C6B58FB9B42EAACE2CB27C73343DB","",""
"6CA372D29D2E321E25D0A7A6458D7995","",""
"724192F20F6974D1078ED37A52CF53E3","",""
"82555AC1FB22A5C18698FDA8C4220169","Internal Medicine","29"
"4D04FF8C215CF3678BB0B3AAF7EE4939","Jennifer Apurillo Baldillo",""
"CE182C417CA31F93B03690507FA78F83","",""
"7CB74407125873315EA8225AACD97E6D","Orthopedics/Orthopedic Surgery","42"
"9C8C4241D264F883F4587529316B042A","Pulmonology","39"
"58A3C88F8354D4464AD552A6AB7CE400","",""
"A47CAB1DF307C338B6843EB72D9EE91E","",""
"125AFB06EF365C0991AA632CD76104E1","",""
"5F6780632F5D27DD0CDED5FC9361169E","",""
"B22C8DD80EAA4578CA19FC1C6E983DA7","",""
"19BF54221C2A7ACC39E53408DA0B4612","",""
"26BDEC29AD7CC9553A512959D3896F97","Obgyn",""
"0DC5FDBC98F80F9AAF2B43B8BC795EA8","",""
"81FD0241FD6DF61D5201D65FD47BB698","",""
"E7BA959DE901F17D3F72929C945DF002","Allergies",""
"96F4303C756BA84F75FDBCC92D0F0414","Allergy","54"
"165CBE7BA268F8D7901F5EDBC896084E","",""
"261AFA2A7F87C853BB38EBE6149A0AC0","",""
"5E29CD6E10B0C9D7AF2BE2668F0F152A","",""
"4666E8BD27FF43DD76982B7E27C6E4CD","",""
"E36DFBA5E7CC3A42EE845634093CAAA1","Anesthesia","41"
"17BAFAFF2A961A82AE4A7161DADE1BEB","",""
"26FDF7A66CA64F8A53765BF80D84A4ED","",""
"DA92CE36D3C841C78A1DC24EA5ABCB72","",""
"86779AA5332AE2EFCB7252165BC633E5","",""
"3AEF625160D85A9FC3B52F3BE4474ED5","",""
"BCAB3B9A2E9EB0628CFD9D237578F913","tests",""
"691F1C02BA340056657D9FD9F5BF017C","Internal Medicine-Endocrinology","36"
"C25F582D47E0FB77EB1B59F2094602AF","Internal Medicine-Infectious Diseases","41"
"CD36A187D608A900C08CA7D480361E79","internal",""
"E9805F420CF6313F17A4D807871D9938","Dental Hygiene",""
"3CA43D27FA81F452A4D0B6AE09F809AA","",""
"FE065CF78F3F3C12B6AF5A4F1EE790FB","",""
"085041A0A9F34E2125087D2C53FE6291","",""
"B4915AAB190BF02240B3C61BF46FBB58","General Practice","31"
"069AD71BCF3A8D3F695981962936B2A2","",""
"22B880633E6C3B3C7BCCC56C59FF11B9","OCCUPATIONAL MEDICINE",""
"7061E05FD01005F38567BFE463F680ED","",""
"398A516D8FBFDD9158EEC76B283DD9CE","",""
"6AC9AE1743524CDF9197F1EA50412D72","",""
"0BA398D67C2389E94A5ACF3204716E30","",""
"EECB119BB23B452AA17063227D6AF855","",""
"41BEBF6A6BE8FCED8D8E6B0C773EED4C","General Medicine",""
"EF05C1D21D1D4070ADAF684257F2441A","",""
"9C51041127BC0F99DD1C98E72DD11D01","",""
"200734077BB5E01FBE9B973D0D50EE6A","Internal Medicine","38"
"CD7A3678E92F33F1AFFAD511486F68DA","",""
"CF8E18367059D20CBB1650809D53E825","Emergency Medicine/ General Medicine/ Ambulatory Medicine
","33"
"9CDEF155FB46F275B78D8C9EB523D7A0","General Medicine and Surgery","31"
"C5D2C718008D3490546D029CAB134FB7","",""
"9AA3268DD5254FD709384D2B61D2A3A5","",""
"FCA1843A88D84796402F2CB5CF8FEAD4","",""
"C8D128C127CC299C41E73A24F1158B7C","Internal Medicine","36"
"77596CE7097C5F353CFFCC865487D9E2","Internal Medicine","35"
"096DF4145082CCE9363B9974FCDD13D6","",""
"71E8C327273C4053D1FAFA9DF7FB415F","Consult",""
"01EDFE9E99C2CB54C987700056BDA338","",""
"40AF6BA441C1A2781572DD9BC85CD4D0","",""
"3400F321CB9FE8A7C2EFA0E1EDB2EAF5","",""
"4139CB778EBAE8996577F0A5533E4BB0","",""
"143111B6B5ED85477EAB06FE01E851E2","",""
"783900B1DAD49F8E7665EBEA90CCDFCC","",""
"5B8B532425202AABEA874712EDABD2AC","",""
"08678AE679DC79795862B29F7935F034","General Practice","32"
"9CAE15BBDD73DC7A84EE786318022FC8","General Practice","34"
"17FA420C99B3094DCACDF8677789C983","",""
"DFBA6121D0DBCF806A79E74A7BA58A7B","",""
"4466F2C1E7EED04C491B8620B142FF72","",""
"F82B2A73A3F905EB4679A24495A79EE3","Derma",""
"72E88EE102CC8AFC75CBBB182CCA9306","General Medicine","31"
"F829D0A47D2F435F6C452EBE867F6056","",""
"90C5B57809D8CB1703F89023C6D17060","Internal Medicine","40"
"58B311ABB1F038C7371016670F355608","Adult Neurology","38"
"B6034E2AEC7CF857F86EC2322EEE1180","",""
"C92D9BE2CD37AFDF71B71194ECA87614","General Practice",""
"4F5DD3A39F66FA2E54BB98577FFB4FF0","I need Medicine",""
"71315BC6EA3C0B7C50D856508279487D","",""
"A510ABF00D75925AB4D2C11E0E8D89A4","",""
"2CA586BB2ADF43E68FB77B916B0FC7DB","",""
"22B8064B56F29C9BDF64E9B09BBDC56E","Dermatology","35"
"66030AE89F1BCFFB8A4070B4A03E430F","",""
"A432F60BB9550ADF0C2E00BF906D8939","",""
"D99F37116C32298B4A726D5A2134E1E7","",""
"26324D8E2CC1957B8E581568A089A51C","",""
"EA8CD589F6CDE4EDF01EF2AD6B2D67D9","",""
"471F23C944FC170279354FB74ECE7CE4","",""
"BA16FD41FAB7B93931B2E628C6E62441","",""
"B42642E0E25D857EC10EDD4BAE859D1B","",""
"EBB9A55061AF33B68D38F7CE72E4460F","",""
"27D6572F71396DB20557679F273F76E8","General Medicine","32"
"90D048AF68CA32E1BFB1D645E35AB644","Student","35"
"77BD8919603BA3C00E26D92710171B8C","Obstetrics And Gynecology","37"
"3B0D3ACAF5E61AC97738F559AA43FB1D","Shy caustic  ",""
"EB608512908266E46E6159B7554812A6","Patient",""
"8B71C85EF2C0088AFEDAF83EBB8ED0B2","General Practice","31"
"729016C738C95503023F9C7BBA4CB332","",""
"C2E2BE234AC059E1BE0C0201DA680753","",""
"BF99EF9164AC828F4BEF7A63710757B9","Surgery",""
"3DCFDD8DA0BC9AD027D2E7184439AD44","",""
"9DE812F86FCB6F1CD0F661D684978665","",""
"8D9A224F87DE1920FCA2833749D18DF3","OBGYN","47"
"5EB97552583AD9440A45927FB0263BD8","",""
"98CA520693342B14BBF542CAD41C5FF9","",""
"F3DB95BFDA8BF707858C4C50A41E811A","",""
"58135DBB6C9B1DE7E45E7486908B2740","",""
"7F9E4C8E1DE05725D2B30298EDA1F306","",""
"1697FE5EB0141DCA1379090A4D766CC7","Pediatrics","39"
"A66DBABD793DEED367030AADFCFC59B9","",""
"729F2C7EEEAB66F50F4AB3677539A585","Pediatrics","58"
"DE96180969EF18D44B7C93571803BB16","",""
"9F2DA2656CB730D8886DB16B9CF661B2","General Physician","31"
"A4F87E21EC472BBFF8435588D5B08A8F","Internal Medicine","46"
"C1020880214E7BBF222D0069B7C77CB7","",""
"A6D01D2E4F6CC4BB41090E25BCC1FDCF","",""
"404D52BF50AB4F86FBF54376D0BCF0DD","N/a","43"
"2F9A86313DBAAAA5E9C04D480DF2AC41","",""
"D2914B5A87DB31F698FEAF32BFD1241F","OB",""
"D2A7069E603DA0C9E813CE0C6A376D10","Family Medicine","68"
"9A8D909D7652448B2DC301613A123AAB","",""
"55AE2484D29529C6925AC39B67603516","",""
"A56AAA84688618331D4B0E77756D6C0F","",""
"B9D6B4F13602D540206EA2911AD2245D","OB GYN","34"
"FC6C370893059E7241288DC04DB24EE7","",""
"7774454112C26855582D154A5D5F81C0","",""
"B10D25CBE07AEB3BBF6EC350CEC76FCC","",""
"A96A15785E5A56E0C084326B8A6B6969","Nuero",""
"DB16FE601371C8EF1105FA442E445B07","",""
"9125E29B7315A6002729A6D03FF32047","",""
"F5E298925DABA7141E05EF336AE52E30","",""
"49CEA6B66A1C9D9FCBBA8946453C057B","",""
"6C0AA5AE1B6AADD1CFE5F1151B1A6C60","",""
"17D23E54AAB31807FC9060D0D191161B","Internal Medicine","36"
"9486AF7E0D767ABE3859480DD307E1B7","",""
"F4D22497B81F99FAF332279C78D63915","",""
"03F27843D915554916CC80323CE5F787","",""
"9A3BD37A71B632E7726F149BBD771052","Internal Medicine","42"
"393DB82EBB6D0148176E924E40F9D2E6","",""
"6488517BF6015B4964F5576AAE4206E9","",""
"2B12A84466D35EEE6F84649D1C0AC8A5","",""
"A03E5AA252E564C23062C4AF8B7ADF1E","Pediatrician","41"
"CF4D516CA85ABAFB7B26406D82BF9F0B","",""
"E4ADED2E2C92B168BFAF4B509A62BE56","",""
"83870FB92477054676FFDA84E1E22F9F","",""
"EC151B6ECBB40275F4AC68BC99635554","",""
"06BD2DF0534A430A7EE6A006A5DFD218","Occupational Health Physician","34"
"DD1DD4134F0A5D5DFD78523A1291BE3B","",""
"834806A11A5B9335F5947A842A4A00DF","General Practice","30"
"FD37C8FAB2B7E539B0131C6572EE7D1C","",""
"B4C544E383856764707838DF2EBAFF46","Internal Medicine",""
"B8BA4466C47209F470AE8902069192A6","Dentistry",""
"793D2101FE21893B3D463A6600EEAD38","",""
"3184D7AB8C358F5A198CBDE93131497C","General Dentistry & Orthodontics","59"
"CF577C93108E7DCF27F7905E65933D18","",""
"AE5B201527B188809873D2F108DB3A79","",""
"8238291CB43F4EB400FEEF91B4DDC225","",""
"FDFEF5E702D13EE41D102090422BC7B5","",""
"327F7A07EFE1DAE93CC6313E8CDFBBDC","",""
"707AB73422E213D6C39597E2078C565E","Internal Medicine","37"
"6D0CA152A941F960431082EC429F6F11","",""
"A6071A20F0095F50C0BC7329D45184BE","Surgery","34"
"56C9807AABBF7DC7279C1EC2B314BC47","",""
"BBD2F7AC63DCD6415A821F8B0168B88E","Ophthalmology","46"
"9B665B2ACCF17DA9077CEA4C5DAD8E94","General Practice","30"
"206B469D9EF37B260A78CA51F4675D09","",""
"6AA34060A5E07ED26A66ED23CFF573A6","",""
"93B11C0513ADFA6F2B53B35DD3D472BB","Physical Medicine and Rehabilitation","31"
"005B00CC243FB4F39296FA0F16A21482","General Medicine","30"
"06F867AD5A8DD38502B33EC03D5ABC47","",""
"AE2811A45BFD76AB1472D8CFE3ED3992","",""
"DB18AD102E99E047876C7C51FF482D5A","",""
"DB922619896FD0E04B6E58C897C61841","",""
"B62510E29BBA2EB5AF6BA88C3DCE08E0","",""
"1F6325D1B1080E812E7B713AE61F4EBC","cardio",""
"8DDC98FE6483C3ECDDCB687EB2D30D37","",""
"D690D0CD274A05EFE2A0A58DAC0D9461","",""
"98C2473648AFC991669F9B9334C11072","",""
"C82864F384D7A8F675B311A9D9560ABA","",""
"9D38100800BA194B7852BE19DC1B289B","Internal Medicine","48"
"CBF66D053FA53FF5AD8A9E83E2F864BE","Psychiatrist",""
"3D3F53E1702FE7D002B4DD7D166D1996","General Medicine","33"
"D9C9AF41DDA3BD35DF1FDDD4FF2B9B2B","General Medicine","31"
"8FEDDC18EBC59AD43F459AB72B07F93F","",""
"EFB926BFCE4F58539B1C2B45A5676B09","Family medicine",""
"178656689427A1C3B74F44D9F4FC0754","",""
"FD98018B6F808DC8829FE8D856BAF6CC","",""
"38CCA1363531EA990168F56B051BAA79","Na",""
"05D157C6E2277AEE356E685257AC5783","",""
"868D3E19E2F0BD6C95606283EB384BD2","Ophthalmology","46"
"AFBF26E5140C29AAA56D6E2BBA9EA5A1","",""
"B3CAAE6857CF5662D007D49B4ACE0E05","",""
"44EE402DE1E0951498478DBB5E5A175D","",""
"A79F393B36FD04BBBDD6D344CABA8E11","",""
"E93BBABCFD6F4006E44CC1E5626A278C","Family medicine ","54"
"54B149C85A34277CBC618D512070C378","Family practice","54"
"19C55330A38F78E86F61E1D2831A1543","",""
"E82BA7292D1C4FBFBF1933DC51F62E60","",""
"D2E404B542447BC9B745627894C4D1D9","",""
"172F0A8AB07095A5E4FA4945F59AFB10","",""
"F5E4DD47222B23EBADD17E3EC33744C6","General Pediatrician","44"
"DABEC13D9AB3D2F9054E435162755FF8","Pediatrics","44"
"6DF811B75FBF2F0DC32A60ECE213F1A3","General Surgery","32"
"38ABAE704FB4CDBA00A26BAA58CB4443","Internal Medicine","39"
"DCF8AB5349D270F4E325D44CB463C780","",""
"572624400295BCD695E277E7A8AE8898","General Medicine","33"
"022A50D5A53F9F27B285E58D37441BDD","",""
"322E03B788964C64C6A1806A36F21DAF","Pateint",""
"5C11A4C4F713EBA0D9643C2EA549AFA3","",""
"A8BD559DFFC838F2DAF9AADF44CA5BAF","Family Medicine",""
"FAD81A058424BC838F04871017BD142B","",""
"4DFC810B18029EF89696313880A3A3B8","",""
"958BB6BD458626CE4ADD509077F3C5DF","",""
"B8A20BF368F5C21FCC1180F653C8293E",".",""
"D1B4924D687D27239D896AAF8B9A6444","",""
"E273B4B4631A6F6E22EB40B1DF2339E9","",""
"270A7713A318A6E28A801DBB4A2BFD25","",""
"D29359FDFC4921DC7F4D642EBA549705","",""
"DD4378FA6376A85A4CAFC940FBC289F0","",""
"45D8A341BA3989A90C6606580EAC0FA4","Internal Medicine","34"
"C5B14C33657BDCB8CA7C7898D0D11E6C","",""
"8550C8318D98AA713E0EF7C500981DBC","Obstetrics & Gynecology","41"
"DF320A984CFB79B17D721A870665CDBA","Orthopedics",""
"64A9C037F9A4D1F4AD271611C784A92B","Dentistry",""
"2EBB34623D19B133D4C54B80D68A90D6","Primary care","31"
"7CAF3E67C79B93B52339407142EE7198","",""
"0E2C2CFC6030399C82C70CAD3C81C290","General Ophthalmology","36"
"6506F30B358EF57DB84F257AD7540011","",""
"E0354C78E2ED7D09BE80F3781F7F1C8E","",""
"469825FB94F9782F54425C4673F53011","",""
"83EF7034F70988833D42619038C03638","ENT",""
"275097201DABDC5E0B8400380871C107","Pediatrician","37"
"441694BCA94CE6BFD816D7A73AD020EC","",""
"FE8CC9477D746CB4C6D1A0D09EA685CD","",""
"00FD113DF54E13A1B01BB11732AB481C","",""
"43E9FFFA93004C327CE88972BC528ECA","Hematology",""
"B8028B0003882ECAF9FF4F5A92A0CC23","",""
"5D1D848D2A48BEB57A1AA5C86FDF2881","",""
"F49DA115DC5989C5F09FEC8435AD5A6F","",""
"659D6880990E3894803D8B8C131C8789","",""
"8009AB6AC1E36D02B4A7F30B0206D3D3","",""
"0D4CAA61A340CC953D6D0EC97ECD6180","Internal Medicine - Endocrinology","40"
"9664930A34AA8E59F9B994B70E8BC15E","",""
"5636CBBBF9D5624B172862EE276BEC73","",""
"8B2CED7428B64F653036B4A67D32302B","General Physician",""
"7281206251139F8DB2F8320509CCA5D7","Perioperative Nurse",""
"5FCC04EC56C7A5856177D031A9BB947A","Ear, Nose , Throat-Head and Neck Surgery","55"
"C271FE4C0B2E10543891FD2E7277D155","Pedia",""
"47FF2DF82C7EE1EEE6A617829DE46B22","",""
"F1E57FC231D053EF54780BD2C288B5CB","",""
"79A00B87195CB584D0B3B5358E19F795","",""
"6AF814698155AFB9511DD5E91454834A","",""
"5B85F7B702C448F83EB60D77551E20F3","",""
"6C9C4CA27E9848025AB5CC56702E797B","",""
"08C7BAB8988C8F289A3E47C2700DAC52","",""
"DE06CE4800BD5A95F4DC7312700C3E3E","",""
"612B1105E9636BFFE0AFD71B33A854A8","",""
"A87935BB98AAEA40612A9F7015393C52","",""
"B395E787493784FD029BC43419FE064B","Internal Medicine","37"
"CC65A7DD40F9DE3463468921203D2177","",""
"E74F0B8CC8A53963231216F649076DA0","",""
"BC27EB4AF89384B95AB89CC980814502","",""
"52AB28CB42FFABFC1991DB35F4D8396F","",""
"2F4D94B16F8C4B40C845FA69FD0C4DC4","General Medicine, Occupational Health, Primary Care, Internal Medicine, COVID-19, Aesthetic Medicine, Preventive Medicine, Lifestyle Medicine","31"
"318558312BD0EE119B969167815A9A6A","",""
"B2BAD271983FF84334D959A884CC337C","General Practitioner","30"
"D9236C0A634ECBCB339A2646250C420C","",""
"D95B6D57026984DAFEBD64CF2759F413","",""
"0A979F021DED11B1DB1A9468D6A65826","General Medicine",""
"389C96D539ED67BD670F0A32D9765469","",""
"4ED7FA9F84644B49D65A4A784F49BD8A","Internal Medicine","35"
"715B66F8B96F226789E740C8C9B21153","",""
"FAA346CCE8568DE3E8822F5857D6B918","",""
"5C41F2F384AED10683A06B2BC4CA9DE9","",""
"858EC5A3B980FD513684DF12B8683DB9","",""
"85AF7DBB0532CA29713840AE3711FA89","",""
"86D3130A26FCBC2EB648A59EF45C8A63","General Physician",""
"01FEDAE705FECEEE27508A08A0222E63","",""
"B34CAAA41C545122C9B31631174B7015","",""
"CEFF40A7FE4E78D7C988ED83759F7D91","",""
"B68E8A73610D9AEEEF7B5A2BFFFBCB7F","",""
"69A2835D20B8290BC7984B8AA6538F89","",""
"24930A9598BA4E6406EE028808DB73AE","",""
"053AA79E3797C70D5DA6BAF6CDBD9B05","",""
"341B5FDEAC5832D96CC659B4A76CE3CD","Radiation Oncology","31"
"26876A13A3C4EA7719501187A7E84FC9","",""
"37DB198A94D1B7770F36244F1FDA20CA","",""
"E30237D8D85425505B870C1B197FF99D","",""
"EFDBF45BFC950FC5A2AC0E1511A354B8","",""
"1D57FFCD59E934C7B779DB140230430E","",""
"742846B32F9D9F32D2F84C634FD5AC71","Obstetrics and Gynecology","36"
"669D11D1EB158CD3DE1BAA5371B18296","",""
"5B6F477594A1FA41586E0EE57D76DABA","",""
"53CDD4182F8D7E4B71E9B598F46F814B","Pediatrics","46"
"3D10D676A6039B5EE9F81D9381EA3AFA","",""
"D9BD61E2091394278AC07A38F8053D4E","",""
"1ED82386DCA88C2856A8F0EE075B34C6","",""
"75397798DE3928330FEFF52E286C9812","NA",""
"CF1974D028F1A6AD6378CDC9539853B3","",""
"FFC7AD29E9362B828655BBA4A3FE60DC","medicine",""
"4CB9B6AFE97B8C5FFFB19AF9227F8A36","",""
"2C1B748DFFE74069DE48429EE20CFC96","",""
"005FA89DA7D48E0C0CD6536000ED2CB5","",""
"408C43F7F18FD6B4F50BF3857AECBD3F","",""
"2D564B42A715A624DBC939D5434E6262","",""
"14D9F3A29E7FB45297564DA4FE44473E","",""
"9577390E8EEB4FAE6241266D2F2AB279","",""
"FF0A431A29C728E766168D412BE85567","Pediatrics","48"
"A03175E68893309A3C69D0B9E018BCCA","",""
"2E7F535455049BDA7E8C9DF49E3D293C","",""
"45B60DBDDC4B267A67CED2C509BEB4F2","",""
"1124BA177F7D0F77F243297B70D5B005","",""
"60AB18C55FC1BF45B70467FBE57FE52F","",""
"99E2065433798079F2164A8FF38630C0","",""
"968D86564D7A6E674FFC4189B4E68009","OBGYNE",""
"6C9732F5F96C20148599B15C49030FD6","General Surgery ","31"
"E5E07CC9B49607A00A6D5C9BE9B2C364","Pediatrics","48"
"066DAC329055466B3D5094ADC421744F","",""
"4F7A60F5B11570565D67DF2D0C4135C7","",""
"2BBB6E4FB82CC56A8124B8E4DC22A28E","Obstetrics and Gynecology ","56"
"960ECE0C426539E38C52B22A0C676482","",""
"D4A12972FE22ABC2A39BF7AFF3E8A534","Internal Medicine",""
"AEFCBDBBFE049E42B4392E21CDE2F9C4","",""
"45FE7C4D0A9C4104B3157FEA2F233AD5","Neurology","37"
"621937D0E97E2559F2170A66A2218089","General Physician","29"
"AB44339603DB6B7D0EC51150F43A138D","",""
